BEEID,CHOICENUM,NUMBER,CHOICE,test_type
34,1,big,1,UD
34,2,big,1,UD
34,3,big,1,UD
34,4,big,0,UD
34,5,big,0,UD
34,6,big,0,UD
34,7,big,0,UD
34,8,big,0,UD
34,9,big,0,UD
34,10,big,0,UD
35,1,big,1,UD
35,2,big,1,UD
35,3,big,0,UD
35,4,big,0,UD
35,5,big,0,UD
35,6,big,0,UD
35,7,big,0,UD
35,8,big,0,UD
35,9,big,0,UD
35,10,big,0,UD
36,1,big,1,UD
36,2,big,1,UD
36,3,big,1,UD
36,4,big,0,UD
36,5,big,0,UD
36,6,big,0,UD
36,7,big,0,UD
36,8,big,0,UD
36,9,big,0,UD
36,10,big,0,UD
37,1,big,1,UD
37,2,big,1,UD
37,3,big,1,UD
37,4,big,0,UD
37,5,big,0,UD
37,6,big,0,UD
37,7,big,0,UD
37,8,big,0,UD
37,9,big,0,UD
37,10,big,0,UD
38,1,big,1,UD
38,2,big,1,UD
38,3,big,0,UD
38,4,big,0,UD
38,5,big,0,UD
38,6,big,0,UD
38,7,big,0,UD
38,8,big,0,UD
38,9,big,0,UD
38,10,big,0,UD
39,1,big,1,UD
39,2,big,1,UD
39,3,big,1,UD
39,4,big,0,UD
39,5,big,0,UD
39,6,big,0,UD
39,7,big,0,UD
39,8,big,0,UD
39,9,big,0,UD
39,10,big,0,UD
40,1,big,1,UD
40,2,big,1,UD
40,3,big,1,UD
40,4,big,0,UD
40,5,big,0,UD
40,6,big,0,UD
40,7,big,0,UD
40,8,big,0,UD
40,9,big,0,UD
40,10,big,0,UD
41,1,big,1,UD
41,2,big,0,UD
41,3,big,0,UD
41,4,big,0,UD
41,5,big,0,UD
41,6,big,0,UD
41,7,big,0,UD
41,8,big,0,UD
41,9,big,0,UD
41,10,big,0,UD
42,1,big,1,UD
42,2,big,1,UD
42,3,big,1,UD
42,4,big,1,UD
42,5,big,0,UD
42,6,big,0,UD
42,7,big,0,UD
42,8,big,0,UD
42,9,big,0,UD
42,10,big,0,UD
1,1,large,1,LR
1,2,large,1,LR
1,3,large,1,LR
1,4,large,0,LR
1,5,large,0,LR
1,6,large,0,LR
1,7,large,0,LR
1,8,large,0,LR
1,9,large,0,LR
1,10,large,0,LR
2,1,large,0,LR
2,2,large,0,LR
2,3,large,0,LR
2,4,large,0,LR
2,5,large,0,LR
2,6,large,0,LR
2,7,large,1,LR
2,8,large,1,LR
2,9,large,1,LR
2,10,large,1,LR
3,1,large,1,LR
3,2,large,1,LR
3,3,large,1,LR
3,4,large,1,LR
3,5,large,1,LR
3,6,large,0,LR
3,7,large,0,LR
3,8,large,0,LR
3,9,large,0,LR
3,10,large,0,LR
4,1,large,1,LR
4,2,large,1,LR
4,3,large,1,LR
4,4,large,1,LR
4,5,large,1,LR
4,6,large,0,LR
4,7,large,0,LR
4,8,large,0,LR
4,9,large,0,LR
4,10,large,0,LR
5,1,large,0,LR
5,2,large,0,LR
5,3,large,0,LR
5,4,large,0,LR
5,5,large,0,LR
5,6,large,0,LR
5,7,large,0,LR
5,8,large,1,LR
5,9,large,1,LR
5,10,large,1,LR
6,1,large,1,LR
6,2,large,1,LR
6,3,large,1,LR
6,4,large,1,LR
6,5,large,1,LR
6,6,large,0,LR
6,7,large,0,LR
6,8,large,0,LR
6,9,large,0,LR
6,10,large,0,LR
7,1,large,0,LR
7,2,large,0,LR
7,3,large,0,LR
7,4,large,0,LR
7,5,large,1,LR
7,6,large,1,LR
7,7,large,1,LR
7,8,large,1,LR
7,9,large,1,LR
7,10,large,1,LR
8,1,large,0,LR
8,2,large,0,LR
8,3,large,0,LR
8,4,large,0,LR
8,5,large,0,LR
8,6,large,1,LR
8,7,large,1,LR
8,8,large,1,LR
8,9,large,1,LR
8,10,large,1,LR
9,1,large,1,LR
9,2,large,1,LR
9,3,large,1,LR
9,4,large,1,LR
9,5,large,1,LR
9,6,large,1,LR
9,7,large,0,LR
9,8,large,0,LR
9,9,large,0,LR
9,10,large,0,LR
10,1,large,1,LR
10,2,large,1,LR
10,3,large,1,LR
10,4,large,1,LR
10,5,large,1,LR
10,6,large,1,LR
10,7,large,0,LR
10,8,large,0,LR
10,9,large,0,LR
10,10,large,0,LR
11,1,large,1,LR
11,2,large,1,LR
11,3,large,1,LR
11,4,large,1,LR
11,5,large,1,LR
11,6,large,0,LR
11,7,large,0,LR
11,8,large,0,LR
11,9,large,0,LR
11,10,large,0,LR
12,1,large,0,LR
12,2,large,0,LR
12,3,large,0,LR
12,4,large,0,LR
12,5,large,0,LR
12,6,large,1,LR
12,7,large,1,LR
12,8,large,1,LR
12,9,large,1,LR
12,10,large,1,LR
13,1,large,0,LR
13,2,large,0,LR
13,3,large,0,LR
13,4,large,0,LR
13,5,large,0,LR
13,6,large,0,LR
13,7,large,0,LR
13,8,large,0,LR
13,9,large,0,LR
13,10,large,0,LR
14,1,large,0,LR
14,2,large,0,LR
14,3,large,0,LR
14,4,large,0,LR
14,5,large,0,LR
14,6,large,0,LR
14,7,large,1,LR
14,8,large,1,LR
14,9,large,1,LR
14,10,large,1,LR
15,1,large,0,LR
15,2,large,0,LR
15,3,large,0,LR
15,4,large,0,LR
15,5,large,0,LR
15,6,large,0,LR
15,7,large,0,LR
15,8,large,1,LR
15,9,large,1,LR
15,10,large,1,LR
16,1,large,0,LR
16,2,large,0,LR
16,3,large,0,LR
16,4,large,0,LR
16,5,large,0,LR
16,6,large,0,LR
16,7,large,0,LR
16,8,large,1,LR
16,9,large,1,LR
16,10,large,1,LR
17,1,large,0,LR
17,2,large,0,LR
17,3,large,0,LR
17,4,large,0,LR
17,5,large,0,LR
17,6,large,0,LR
17,7,large,0,LR
17,8,large,1,LR
17,9,large,1,LR
17,10,large,1,LR
18,1,large,0,LR
18,2,large,0,LR
18,3,large,0,LR
18,4,large,0,LR
18,5,large,0,LR
18,6,large,0,LR
18,7,large,0,LR
18,8,large,0,LR
18,9,large,1,LR
18,10,large,1,LR
19,1,large,1,LR
19,2,large,1,LR
19,3,large,1,LR
19,4,large,1,LR
19,5,large,0,LR
19,6,large,0,LR
19,7,large,0,LR
19,8,large,0,LR
19,9,large,0,LR
19,10,large,0,LR
20,1,large,1,LR
20,2,large,1,LR
20,3,large,1,LR
20,4,large,1,LR
20,5,large,0,LR
20,6,large,0,LR
20,7,large,0,LR
20,8,large,0,LR
20,9,large,0,LR
20,10,large,0,LR
21,1,large,1,LR
21,2,large,0,LR
21,3,large,0,LR
21,4,large,0,LR
21,5,large,0,LR
21,6,large,0,LR
21,7,large,0,LR
21,8,large,0,LR
21,9,large,0,LR
21,10,large,0,LR
22,1,large,1,LR
22,2,large,1,LR
22,3,large,0,LR
22,4,large,0,LR
22,5,large,0,LR
22,6,large,0,LR
22,7,large,0,LR
22,8,large,0,LR
22,9,large,0,LR
22,10,large,0,LR
23,1,large,1,LR
23,2,large,1,LR
23,3,large,1,LR
23,4,large,0,LR
23,5,large,0,LR
23,6,large,0,LR
23,7,large,0,LR
23,8,large,0,LR
23,9,large,0,LR
23,10,large,0,LR
24,1,large,1,LR
24,2,large,1,LR
24,3,large,1,LR
24,4,large,0,LR
24,5,large,0,LR
24,6,large,0,LR
24,7,large,0,LR
24,8,large,0,LR
24,9,large,0,LR
24,10,large,0,LR
25,1,large,1,LR
25,2,large,1,LR
25,3,large,1,LR
25,4,large,1,LR
25,5,large,1,LR
25,6,large,0,LR
25,7,large,0,LR
25,8,large,0,LR
25,9,large,0,LR
25,10,large,0,LR
26,1,large,1,LR
26,2,large,1,LR
26,3,large,1,LR
26,4,large,1,LR
26,5,large,1,LR
26,6,large,0,LR
26,7,large,0,LR
26,8,large,0,LR
26,9,large,0,LR
26,10,large,0,LR
27,1,large,1,LR
27,2,large,1,LR
27,3,large,1,LR
27,4,large,1,LR
27,5,large,1,LR
27,6,large,0,LR
27,7,large,0,LR
27,8,large,0,LR
27,9,large,0,LR
27,10,large,0,LR
28,1,large,1,LR
28,2,large,0,LR
28,3,large,0,LR
28,4,large,0,LR
28,5,large,0,LR
28,6,large,0,LR
28,7,large,0,LR
28,8,large,0,LR
28,9,large,0,LR
28,10,large,0,LR
29,1,large,1,LR
29,2,large,1,LR
29,3,large,1,LR
29,4,large,1,LR
29,5,large,1,LR
29,6,large,0,LR
29,7,large,0,LR
29,8,large,0,LR
29,9,large,0,LR
29,10,large,0,LR
30,1,large,1,LR
30,2,large,1,LR
30,3,large,1,LR
30,4,large,0,LR
30,5,large,0,LR
30,6,large,0,LR
30,7,large,0,LR
30,8,large,0,LR
30,9,large,0,LR
30,10,large,0,LR
31,1,large,1,LR
31,2,large,1,LR
31,3,large,1,LR
31,4,large,1,LR
31,5,large,1,LR
31,6,large,0,LR
31,7,large,0,LR
31,8,large,0,LR
31,9,large,0,LR
31,10,large,0,LR
32,1,large,1,LR
32,2,large,0,LR
32,3,large,0,LR
32,4,large,0,LR
32,5,large,0,LR
32,6,large,0,LR
32,7,large,0,LR
32,8,large,0,LR
32,9,large,0,LR
32,10,large,0,LR
33,1,large,0,LR
33,2,large,0,LR
33,3,large,0,LR
33,4,large,0,LR
33,5,large,0,LR
33,6,large,0,LR
33,7,large,0,LR
33,8,large,0,LR
33,9,large,0,LR
33,10,large,0,LR
34,1,large,1,LR
34,2,large,1,LR
34,3,large,1,LR
34,4,large,0,LR
34,5,large,0,LR
34,6,large,0,LR
34,7,large,0,LR
34,8,large,0,LR
34,9,large,0,LR
34,10,large,0,LR
35,1,large,1,LR
35,2,large,1,LR
35,3,large,0,LR
35,4,large,0,LR
35,5,large,0,LR
35,6,large,0,LR
35,7,large,0,LR
35,8,large,0,LR
35,9,large,0,LR
35,10,large,0,LR
36,1,large,1,LR
36,2,large,1,LR
36,3,large,1,LR
36,4,large,0,LR
36,5,large,0,LR
36,6,large,0,LR
36,7,large,0,LR
36,8,large,0,LR
36,9,large,0,LR
36,10,large,0,LR
37,1,large,1,LR
37,2,large,1,LR
37,3,large,1,LR
37,4,large,0,LR
37,5,large,0,LR
37,6,large,0,LR
37,7,large,0,LR
37,8,large,0,LR
37,9,large,0,LR
37,10,large,0,LR
38,1,large,1,LR
38,2,large,1,LR
38,3,large,0,LR
38,4,large,0,LR
38,5,large,0,LR
38,6,large,0,LR
38,7,large,0,LR
38,8,large,0,LR
38,9,large,0,LR
38,10,large,0,LR
39,1,large,1,LR
39,2,large,1,LR
39,3,large,1,LR
39,4,large,0,LR
39,5,large,0,LR
39,6,large,0,LR
39,7,large,0,LR
39,8,large,0,LR
39,9,large,0,LR
39,10,large,0,LR
40,1,large,1,LR
40,2,large,1,LR
40,3,large,1,LR
40,4,large,0,LR
40,5,large,0,LR
40,6,large,0,LR
40,7,large,0,LR
40,8,large,0,LR
40,9,large,0,LR
40,10,large,0,LR
41,1,large,1,LR
41,2,large,0,LR
41,3,large,0,LR
41,4,large,0,LR
41,5,large,0,LR
41,6,large,0,LR
41,7,large,0,LR
41,8,large,0,LR
41,9,large,0,LR
41,10,large,0,LR
42,1,large,1,LR
42,2,large,1,LR
42,3,large,1,LR
42,4,large,1,LR
42,5,large,0,LR
42,6,large,0,LR
42,7,large,0,LR
42,8,large,0,LR
42,9,large,0,LR
42,10,large,0,LR
1,1,small,0,LR
1,2,small,0,LR
1,3,small,0,LR
1,4,small,0,LR
1,5,small,0,LR
1,6,small,0,LR
1,7,small,0,LR
